# Wyciag bankowy - eksport z systemu transakcyjnego
# okres=2026-08-01..2026-08-31
# liczba_operacji=400
# suma_kontrolna_grosze=1322594456
# UWAGA: dane syntetyczne. Numery rachunkow sa fikcyjne i nie naleza do zadnego banku.
id;nr_rachunku;kwota;waluta;typ;data_ksiegowania;data_waluty;tytul
OP-2026-08-0174;28000012357658272743178349;1263.25;PLN;MA;2026-08-23T08:55:40;2026-08-23;Wpłata gotówkowa - wpłatomat nr 0516
OP-2026-08-0175;43000041138574671909897331;54458.43;PLN;MA;2026-08-26T20:01:50;2026-08-26;Przelew przychodzący od Serwis Klimatyzacji CHŁÓD-SERWIS
OP-2026-08-0176;43000041138574671909897331;1768.82;PLN;MA;2026-08-17T13:06:30;2026-08-17;Zapłata za fakturę nr 0075/2026 - usługi księgowe
OP-2026-08-0177;98000088845310787428793669;39180.39;PLN;WN;2026-08-03T14:38:47;2026-08-03;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0178;37000079574587053457171349;1999.59;PLN;WN;2026-08-05T06:40:39;2026-08-05;Przelew własny - zasilenie rachunku pomocniczego
OP-2026-08-0179;40000059668051599065577496;55501.45;PLN;MA;2026-08-19T19:55:42;2026-08-19;Wpływ z tytułu umowy najmu lokalu nr 0336
OP-2026-08-0180;40000079307414474550865224;177030.28;PLN;WN;2026-08-23T18:07:59;2026-08-23;Opłata abonamentowa - usługi telekomunikacyjne
OP-2026-08-0181;40000079307414474550865224;13560.92;PLN;MA;2026-08-28T12:22:20;2026-08-28;Przelew przychodzący od PIEKARNIA U JĘDRZEJA
OP-2026-08-0182;63000014422604270410931945;129.93;PLN;WN;2026-08-17T14:46:19;2026-08-17;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0183;57000070232347884187625369;11477.49;EUR;WN;2026-08-15T19:34:35;2026-08-15;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0184;20000089180903978540630428;58623.70;PLN;MA;2026-08-26T13:13:17;2026-08-26;Rozliczenie prowizji 08/2026
OP-2026-08-0185;43000041138574671909897331;12622.58;EUR;WN;2026-08-24T06:07:49;2026-08-24;Przelew za fakturę FV/2026/08/0728 - Zakład Usług Leśnych DĄB
OP-2026-08-0186;98000088845310787428793669;1130.46;PLN;MA;2026-08-06T09:53:22;2026-08-06;Zwrot nadpłaty za okres 08/2026
OP-2026-08-0187;16000043230730175891481509;128018.82;PLN;WN;2026-08-30T12:53:36;2026-08-30;Opłata abonamentowa - usługi telekomunikacyjne
OP-2026-08-0188;97000041420766781110573017;27517.04;PLN;WN;2026-08-05T11:09:10;2026-08-05;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0189;16000043230730175891481509;472.38;PLN;WN;2026-08-10T17:07:00;2026-08-10;Rata kredytu obrotowego nr 0601/2026
OP-2026-08-0190;97000037896883553906954094;1367.85;PLN;MA;2026-08-15T08:10:52;2026-08-15;Zapłata za fakturę FV/2026/08/0131 - GASTRO-ŁĄCZNIK SP. J.
OP-2026-08-0191;92000020903497063318316444;6261.45;PLN;MA;2026-08-25T10:41:11;2026-08-25;Zapłata za fakturę FV/2026/08/0103 - Przedsiębiorstwo Wodociągów Żółtańce
OP-2026-08-0192;57000070232347884187625369;44439.98;PLN;MA;2026-08-01T10:48:28;2026-08-01;Zapłata za fakturę FV/2026/08/0196 - Biuro Rachunkowe SALDO
OP-2026-08-0193;92000020903497063318316444;144882.46;PLN;WN;2026-08-20T11:03:13;2026-08-20;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0194;97000037896883553906954094;16138.50;PLN;WN;2026-08-02T17:48:08;2026-08-02;Wynagrodzenie za 08/2026 - lista płac nr 0618
OP-2026-08-0195;98000088845310787428793669;42.65;PLN;MA;2026-08-06T14:21:56;2026-08-06;Zapłata za fakturę nr 0914/2026 - usługi księgowe
OP-2026-08-0196;43000041138574671909897331;61892.37;PLN;MA;2026-08-04T09:18:14;2026-08-04;Wpłata gotówkowa - wpłatomat nr 0837
OP-2026-08-0197;75000029180296838917099750;12679.04;PLN;WN;2026-08-17T18:04:27;2026-08-17;Wynagrodzenie za 08/2026 - lista płac nr 0488
OP-2026-08-0198;63000014422604270410931945;11935.54;USD;WN;2026-08-25T19:07:54;2026-08-25;Opłata abonamentowa - usługi telekomunikacyjne
OP-2026-08-0199;40000079307414474550865224;12684.79;PLN;WN;2026-08-06T12:08:53;2026-08-06;Płatność kartą - Biuro Rachunkowe SALDO
OP-2026-08-0200;37000079574587053457171349;129561.87;PLN;WN;2026-08-01T16:59:09;2026-08-02;Wynagrodzenie za 08/2026 - lista płac nr 0188
OP-2026-08-0201;38000010313748484247483754;27771.62;PLN;WN;2026-08-23T09:03:36;2026-08-23;Opłata za prowadzenie rachunku bieżącego
OP-2026-08-0202;40000079307414474550865224;153043.60;PLN;WN;2026-08-17T11:20:32;2026-08-17;Opłata abonamentowa - usługi telekomunikacyjne
OP-2026-08-0203;66000066932411803192144183;820.13;PLN;MA;2026-08-22T09:50:02;2026-08-22;Zapłata za fakturę FV/2026/08/0811 - TRANSPORT MIĘDZYNARODOWY KOWALCZYK
OP-2026-08-0204;63000014422604270410931945;18232.14;PLN;MA;2026-08-08T15:26:00;2026-08-08;Przelew przychodzący od GASTRO-ŁĄCZNIK SP. J.
OP-2026-08-0205;89000048016279458747470461;34586.07;PLN;WN;2026-08-07T16:07:59;2026-08-07;Płatność kartą - Hurtownia Elektryczna ŚWIATŁO-MAX
OP-2026-08-0206;97000041420766781110573017;96154.66;PLN;MA;2026-08-08T20:34:55;2026-08-08;Zapłata za fakturę nr 0303/2026 - usługi księgowe
OP-2026-08-0207;92000020903497063318316444;1815.34;PLN;MA;2026-08-04T14:35:42;2026-08-04;Wpływ z tytułu umowy najmu lokalu nr 0019
OP-2026-08-0208;92000020903497063318316444;845.26;PLN;WN;2026-08-07T20:14:54;2026-08-07;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0209;66000066932411803192144183;10275.56;PLN;MA;2026-08-18T15:57:51;2026-08-19;Zwrot nadpłaty za okres 08/2026
OP-2026-08-0210;37000079574587053457171349;8971.14;EUR;WN;2026-08-18T15:56:56;2026-08-18;Rata kredytu obrotowego nr 0084/2026
OP-2026-08-0211;66000066932411803192144183;8831.65;PLN;WN;2026-08-07T12:11:52;2026-08-08;Wynagrodzenie za 08/2026 - lista płac nr 0341
OP-2026-08-0212;40000059668051599065577496;9406.03;EUR;MA;2026-08-03T14:39:36;2026-08-03;Wpływ z tytułu umowy najmu lokalu nr 0346
OP-2026-08-0213;20000091044502886876731968;12514.05;PLN;WN;2026-08-07T06:42:53;2026-08-07;Wynagrodzenie za 08/2026 - lista płac nr 0037
OP-2026-08-0214;50000052964320234588417028;1787.27;PLN;MA;2026-08-10T18:51:16;2026-08-10;Wpłata gotówkowa - wpłatomat nr 0508
OP-2026-08-0215;20000091044502886876731968;7277.65;PLN;MA;2026-08-20T13:15:55;2026-08-20;Zapłata za fakturę FV/2026/08/0413 - Zakład Usług Leśnych DĄB
OP-2026-08-0216;57000070232347884187625369;608.97;PLN;WN;2026-08-28T14:37:13;2026-08-28;Przelew za fakturę FV/2026/08/0242 - DRUKARNIA CYFROWA GRAFPOL
OP-2026-08-0217;97000041420766781110573017;7531.67;PLN;WN;2026-08-20T17:56:56;2026-08-20;Przelew za fakturę FV/2026/08/0092 - Biuro Rachunkowe SALDO
OP-2026-08-0218;28000012357658272743178349;19911.27;PLN;MA;2026-08-28T12:22:26;2026-08-28;Zapłata za fakturę FV/2026/08/0738 - Serwis Klimatyzacji CHŁÓD-SERWIS
OP-2026-08-0219;43000041138574671909897331;1558.70;PLN;WN;2026-08-12T20:54:30;2026-08-12;Wynagrodzenie za 08/2026 - lista płac nr 0608
OP-2026-08-0220;89000048016279458747470461;19254.03;PLN;WN;2026-08-03T07:53:19;2026-08-03;Opłata za prowadzenie rachunku bieżącego
OP-2026-08-0221;20000091044502886876731968;183341.16;PLN;WN;2026-08-14T13:23:42;2026-08-14;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0222;40000079307414474550865224;9300.17;PLN;MA;2026-08-16T06:09:04;2026-08-17;Przelew przychodzący od Kancelaria Radców Prawnych Małecki i Wspólnicy
OP-2026-08-0223;50000052964320234588417028;11594.72;PLN;WN;2026-08-19T11:01:45;2026-08-19;Przelew własny - zasilenie rachunku pomocniczego
OP-2026-08-0224;98000088845310787428793669;16384.05;PLN;MA;2026-08-13T20:46:03;2026-08-13;Wpłata gotówkowa - wpłatomat nr 0055
OP-2026-08-0225;63000014422604270410931945;231774.70;PLN;WN;2026-08-10T09:48:58;2026-08-10;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0226;38000010313748484247483754;1344.86;PLN;WN;2026-08-18T07:41:52;2026-08-18;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0227;40000079307414474550865224;1027.66;PLN;WN;2026-08-15T20:28:01;2026-08-15;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0228;16000043230730175891481509;97519.00;PLN;MA;2026-08-29T07:34:39;2026-08-29;Wpływ z tytułu umowy najmu lokalu nr 0841
OP-2026-08-0229;89000048016279458747470461;1262.06;PLN;MA;2026-08-28T19:23:23;2026-08-29;Zapłata za fakturę FV/2026/08/0351 - Hurtownia Elektryczna ŚWIATŁO-MAX
OP-2026-08-0230;75000029180296838917099750;1204.50;PLN;MA;2026-08-27T18:53:28;2026-08-27;Wpływ z tytułu umowy najmu lokalu nr 0522
OP-2026-08-0231;43000041138574671909897331;20069.47;PLN;WN;2026-08-13T10:41:49;2026-08-13;Płatność kartą - Hurtownia Elektryczna ŚWIATŁO-MAX
OP-2026-08-0232;97000041420766781110573017;22243.55;PLN;WN;2026-08-28T16:10:34;2026-08-28;Wynagrodzenie za 08/2026 - lista płac nr 0153
OP-2026-08-0233;97000041420766781110573017;62187.58;PLN;MA;2026-08-24T19:46:36;2026-08-24;Wpływ z tytułu umowy najmu lokalu nr 0753
OP-2026-08-0234;66000066932411803192144183;50660.37;PLN;MA;2026-08-03T06:11:06;2026-08-03;Wpływ z tytułu umowy najmu lokalu nr 0077
OP-2026-08-0235;16000043230730175891481509;748.89;PLN;MA;2026-08-25T08:29:50;2026-08-25;Wpłata gotówkowa - wpłatomat nr 0587
OP-2026-08-0236;20000091044502886876731968;11796.95;PLN;WN;2026-08-14T11:28:51;2026-08-14;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0237;35000080542818573625816461;69537.17;PLN;WN;2026-08-04T08:33:32;2026-08-04;Przelew za fakturę FV/2026/08/0435 - Przedsiębiorstwo Wodociągów Żółtańce
OP-2026-08-0238;62000051639301707257277904;1601.90;PLN;WN;2026-08-10T16:26:57;2026-08-10;Opłata abonamentowa - usługi telekomunikacyjne
OP-2026-08-0239;37000079574587053457171349;178887.18;PLN;WN;2026-08-12T19:42:43;2026-08-12;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0240;20000089180903978540630428;19095.19;PLN;WN;2026-08-06T14:12:45;2026-08-06;Rata kredytu obrotowego nr 0936/2026
OP-2026-08-0241;97000041420766781110573017;20.97;PLN;WN;2026-08-15T07:25:38;2026-08-16;Płatność kartą - Agencja Ochrony STRAŻNIK
OP-2026-08-0242;40000059668051599065577496;120989.50;PLN;WN;2026-08-19T17:34:59;2026-08-19;Płatność kartą - Serwis Klimatyzacji CHŁÓD-SERWIS
OP-2026-08-0243;57000070232347884187625369;765.97;PLN;WN;2026-08-15T17:30:43;2026-08-15;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0244;20000089180903978540630428;248147.47;PLN;WN;2026-08-25T09:16:48;2026-08-25;Przelew za fakturę FV/2026/08/0487 - Biuro Rachunkowe SALDO
OP-2026-08-0245;40000059668051599065577496;38.23;PLN;WN;2026-08-16T10:41:07;2026-08-16;Wynagrodzenie za 08/2026 - lista płac nr 0255
OP-2026-08-0246;40000079307414474550865224;79731.85;PLN;WN;2026-08-16T19:39:03;2026-08-16;Przelew własny - zasilenie rachunku pomocniczego
OP-2026-08-0247;69000051621545367658586896;132388.06;PLN;WN;2026-08-04T12:49:56;2026-08-04;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0401;35000080542818573625816461;13389.96;PLN;MA;2026-08-26T14:14:57;2026-08-26;Zapłata za fakturę FV/2026/08/0209 - TRANSPORT MIĘDZYNARODOWY KOWALCZYK
OP-2026-08-0249;63000014422604270410931945;107531.22;PLN;WN;2026-08-29T06:05:36;2026-08-29;Płatność kartą - Biuro Rachunkowe SALDO
OP-2026-08-0250;57000070232347884187625369;15469.12;PLN;MA;2026-08-29T10:39:39;2026-08-29;Wpływ z tytułu umowy najmu lokalu nr 0851
OP-2026-08-0251;50000052964320234588417028;2367.95;PLN;WN;2026-08-22T08:12:20;2026-08-22;Opłata za prowadzenie rachunku bieżącego
OP-2026-08-0252;97000037896883553906954094;221268.18;PLN;WN;2026-08-08T17:21:24;2026-08-08;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0253;75000029180296838917099750;13320.64;PLN;WN;2026-08-11T06:01:38;2026-08-11;Opłata za prowadzenie rachunku bieżącego
OP-2026-08-0254;37000079574587053457171349;10416.94;PLN;WN;2026-08-14T14:57:56;2026-08-14;Płatność kartą - Przedsiębiorstwo Wodociągów Żółtańce
OP-2026-08-0255;89000048016279458747470461;81342.37;PLN;WN;2026-08-26T09:11:52;2026-08-26;Opłata abonamentowa - usługi telekomunikacyjne
OP-2026-08-0256;89000048016279458747470461;137.92;PLN;WN;2026-08-07T19:02:09;2026-08-07;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0257;40000079307414474550865224;172122.40;PLN;MA;2026-08-05T12:31:42;2026-08-05;Przelew przychodzący od PIEKARNIA U JĘDRZEJA
OP-2026-08-0258;27000091286200793830739251;205155.61;PLN;MA;2026-08-08T12:18:31;2026-08-08;Wpływ z tytułu umowy najmu lokalu nr 0975
OP-2026-08-0259;38000010313748484247483754;21002.27;PLN;WN;2026-08-02T06:15:06;2026-08-02;Rata kredytu obrotowego nr 0446/2026
OP-2026-08-0260;66000066932411803192144183;484.66;PLN;WN;2026-08-08T07:57:39;2026-08-08;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0261;20000089180903978540630428;1792.61;PLN;MA;2026-08-08T14:25:35;2026-08-08;Zwrot nadpłaty za okres 08/2026
OP-2026-08-0262;40000059668051599065577496;878.24;PLN;WN;2026-08-31T06:22:24;2026-08-31;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0263;63000014422604270410931945;675.06;PLN;MA;2026-08-07T18:47:34;2026-08-07;Zapłata za fakturę nr 0042/2026 - usługi księgowe
OP-2026-08-0264;37000079574587053457171349;204814.50;PLN;MA;2026-08-18T10:49:08;2026-08-18;Przelew przychodzący od GASTRO-ŁĄCZNIK SP. J.
OP-2026-08-0265;67000055626925155200330652;29234.27;PLN;WN;2026-08-19T07:09:04;2026-08-19;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0266;40000059668051599065577496;929.19;PLN;WN;2026-08-15T06:29:47;2026-08-15;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0267;50000052964320234588417028;9720.28;PLN;MA;2026-08-24T06:11:13;2026-08-24;Przelew przychodzący od DRUKARNIA CYFROWA GRAFPOL
OP-2026-08-0268;28000012357658272743178349;9308.12;PLN;MA;2026-08-25T11:56:03;2026-08-25;Wpłata gotówkowa - wpłatomat nr 0718
OP-2026-08-0269;97000041420766781110573017;628.49;PLN;WN;2026-08-06T13:20:16;2026-08-06;Przelew własny - zasilenie rachunku pomocniczego
OP-2026-08-0270;75000029180296838917099750;1794.00;PLN;WN;2026-08-06T14:34:34;2026-08-06;Opłata abonamentowa - usługi telekomunikacyjne
OP-2026-08-0271;16000043230730175891481509;15553.11;PLN;WN;2026-08-20T20:46:26;2026-08-20;Przelew za fakturę FV/2026/08/0761 - BUDIMEX-PODLASIE SP. Z O.O.
OP-2026-08-0272;20000091044502886876731968;53909.78;PLN;MA;2026-08-07T18:23:29;2026-08-07;Zapłata za fakturę nr 0664/2026 - usługi księgowe
OP-2026-08-0273;57000070232347884187625369;14188.39;PLN;WN;2026-08-15T13:39:55;2026-08-15;Opłata za prowadzenie rachunku bieżącego
OP-2026-08-0274;35000080542818573625816461;1730.06;PLN;WN;2026-08-22T19:12:18;2026-08-22;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0275;89000048016279458747470461;1174.28;PLN;MA;2026-08-21T16:08:05;2026-08-21;Wpływ z tytułu umowy najmu lokalu nr 0807
OP-2026-08-0276;57000070232347884187625369;124185.11;PLN;MA;2026-08-26T16:19:01;2026-08-26;Zapłata za fakturę nr 0219/2026 - usługi księgowe
OP-2026-08-0277;98000088845310787428793669;12934.23;PLN;MA;2026-08-11T16:55:09;2026-08-11;Zapłata za fakturę FV/2026/08/0391 - Agencja Ochrony STRAŻNIK
OP-2026-08-0278;98000088845310787428793669;42566.20;PLN;WN;2026-08-17T13:31:00;2026-08-17;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0279;98000088845310787428793669;1785.66;PLN;WN;2026-08-22T18:20:20;2026-08-23;Wynagrodzenie za 08/2026 - lista płac nr 0792
OP-2026-08-0280;20000091044502886876731968;25872.91;PLN;WN;2026-08-18T09:56:32;2026-08-18;Opłata za prowadzenie rachunku bieżącego
OP-2026-08-0281;67000055626925155200330652;58486.56;PLN;MA;2026-08-24T20:43:57;2026-08-24;Zapłata za fakturę FV/2026/08/0545 - BUDIMEX-PODLASIE SP. Z O.O.
OP-2026-08-0282;20000091044502886876731968;76218.56;PLN;MA;2026-08-27T07:47:12;2026-08-27;Wpłata gotówkowa - wpłatomat nr 0945
OP-2026-08-0283;92000020903497063318316444;704.04;PLN;WN;2026-08-13T19:36:29;2026-08-13;Wynagrodzenie za 08/2026 - lista płac nr 0924
OP-2026-08-0284;67000055626925155200330652;70.82;PLN;WN;2026-08-11T18:35:04;2026-08-11;Płatność kartą - TRANSPORT MIĘDZYNARODOWY KOWALCZYK
OP-2026-08-0285;37000079574587053457171349;1573.36;PLN;MA;2026-08-12T17:35:37;2026-08-13;Zapłata za fakturę FV/2026/08/0224 - Kancelaria Radców Prawnych Małecki i Wspólnicy
OP-2026-08-0286;37000079574587053457171349;102637.43;PLN;WN;2026-08-29T15:47:48;2026-08-30;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0287;35000080542818573625816461;539.02;PLN;MA;2026-08-02T12:12:26;2026-08-02;Rozliczenie prowizji 08/2026
OP-2026-08-0288;35000080542818573625816461;1578.70;PLN;MA;2026-08-17T16:52:34;2026-08-18;Zapłata za fakturę nr 0832/2026 - usługi księgowe
OP-2026-08-0289;50000052964320234588417028;11228.92;PLN;WN;2026-08-15T20:21:45;2026-08-15;Wynagrodzenie za 08/2026 - lista płac nr 0349
OP-2026-08-0290;75000029180296838917099750;9862.64;PLN;MA;2026-08-31T06:50:48;2026-08-31;Zapłata za fakturę nr 0952/2026 - usługi księgowe
OP-2026-08-0291;67000055626925155200330652;58664.09;PLN;WN;2026-08-03T13:38:29;2026-08-03;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0292;27000091286200793830739251;550.09;PLN;WN;2026-08-05T08:45:14;2026-08-05;Przelew za fakturę FV/2026/08/0642 - PIEKARNIA U JĘDRZEJA
OP-2026-08-0293;35000080542818573625816461;114.04;PLN;MA;2026-08-10T20:17:09;2026-08-11;Rozliczenie prowizji 08/2026
OP-2026-08-0294;92000020903497063318316444;77798.29;PLN;WN;2026-08-14T20:41:15;2026-08-14;Rata kredytu obrotowego nr 0689/2026
OP-2026-08-0295;40000079307414474550865224;5543.98;EUR;MA;2026-08-28T17:17:50;2026-08-28;Wpływ z tytułu umowy najmu lokalu nr 0790
OP-2026-08-0296;27000091286200793830739251;412.24;USD;MA;2026-08-29T07:34:07;2026-08-29;Przelew przychodzący od Hurtownia Elektryczna ŚWIATŁO-MAX
OP-2026-08-0297;50000052964320234588417028;171.82;PLN;WN;2026-08-21T13:41:32;2026-08-21;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0298;37000079574587053457171349;12592.68;PLN;WN;2026-08-19T20:45:11;2026-08-19;Wynagrodzenie za 08/2026 - lista płac nr 0280
OP-2026-08-0299;62000051639301707257277904;1376.31;PLN;WN;2026-08-16T08:12:40;2026-08-16;Przelew własny - zasilenie rachunku pomocniczego
OP-2026-08-0300;40000059668051599065577496;5735.02;USD;WN;2026-08-30T17:46:44;2026-08-30;Rata kredytu obrotowego nr 0130/2026
OP-2026-08-0301;97000041420766781110573017;1228.10;PLN;MA;2026-08-13T09:46:06;2026-08-13;Wpłata gotówkowa - wpłatomat nr 0635
OP-2026-08-0302;69000051621545367658586896;24276.13;PLN;WN;2026-08-08T20:23:13;2026-08-08;Płatność kartą - Agencja Ochrony STRAŻNIK
OP-2026-08-0303;98000088845310787428793669;1086.33;PLN;WN;2026-08-11T14:07:27;2026-08-11;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0304;98000088845310787428793669;1429.56;PLN;WN;2026-08-11T17:58:30;2026-08-11;Wynagrodzenie za 08/2026 - lista płac nr 0749
OP-2026-08-0305;63000014422604270410931945;1721.73;PLN;WN;2026-08-19T20:27:22;2026-08-19;Przelew własny - zasilenie rachunku pomocniczego
OP-2026-08-0306;97000041420766781110573017;109461.51;PLN;WN;2026-08-14T20:47:30;2026-08-14;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0307;69000051621545367658586896;2834.59;PLN;MA;2026-08-09T19:10:24;2026-08-09;Wpływ z tytułu umowy najmu lokalu nr 0220
OP-2026-08-0308;16000043230730175891481509;1718.47;PLN;WN;2026-08-07T10:11:32;2026-08-07;Wynagrodzenie za 08/2026 - lista płac nr 0121
OP-2026-08-0309;62000051639301707257277904;18431.32;PLN;WN;2026-08-19T08:29:42;2026-08-19;Opłata za prowadzenie rachunku bieżącego
OP-2026-08-0310;97000041420766781110573017;4471.13;PLN;WN;2026-08-06T08:57:26;2026-08-06;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0311;97000041420766781110573017;23033.08;PLN;MA;2026-08-21T17:51:14;2026-08-21;Zwrot nadpłaty za okres 08/2026
OP-2026-08-0312;62000051639301707257277904;1475.59;PLN;MA;2026-08-12T11:50:51;2026-08-12;Zapłata za fakturę FV/2026/08/0708 - BUDIMEX-PODLASIE SP. Z O.O.
OP-2026-08-0313;97000037896883553906954094;145600.50;PLN;MA;2026-08-14T12:40:10;2026-08-14;Wpływ z tytułu umowy najmu lokalu nr 0647
OP-2026-08-0314;35000080542818573625816461;1404.60;EUR;MA;2026-08-20T07:37:32;2026-08-20;Zwrot nadpłaty za okres 08/2026
OP-2026-08-0315;63000014422604270410931945;79945.86;PLN;WN;2026-08-09T11:14:50;2026-08-09;Przelew za fakturę FV/2026/08/0111 - GASTRO-ŁĄCZNIK SP. J.
OP-2026-08-0316;20000091044502886876731968;96741.14;PLN;MA;2026-08-03T15:42:25;2026-08-03;Wpływ z tytułu umowy najmu lokalu nr 0706
OP-2026-08-0317;27000091286200793830739251;91128.26;PLN;WN;2026-08-18T12:31:18;2026-08-19;Przelew własny - zasilenie rachunku pomocniczego
OP-2026-08-0318;35000080542818573625816461;96399.66;PLN;MA;2026-08-27T06:22:13;2026-08-27;Wpłata gotówkowa - wpłatomat nr 0300
OP-2026-08-0319;20000089180903978540630428;20688.89;PLN;WN;2026-08-29T17:12:36;2026-08-29;Przelew za fakturę FV/2026/08/0483 - Kancelaria Radców Prawnych Małecki i Wspólnicy
OP-2026-08-0320;43000041138574671909897331;17619.28;PLN;WN;2026-08-02T19:56:48;2026-08-02;Płatność kartą - Zakład Usług Leśnych DĄB
OP-2026-08-0321;16000043230730175891481509;1746.83;PLN;WN;2026-08-16T16:10:41;2026-08-16;Rata kredytu obrotowego nr 0516/2026
OP-2026-08-0322;43000041138574671909897331;32454.70;PLN;MA;2026-08-16T15:05:46;2026-08-16;Wpływ z tytułu umowy najmu lokalu nr 0713
OP-2026-08-0323;16000043230730175891481509;2082.15;EUR;MA;2026-08-01T13:31:22;2026-08-01;Wpłata gotówkowa - wpłatomat nr 0882
OP-2026-08-0324;92000020903497063318316444;221.14;PLN;WN;2026-08-09T09:25:38;2026-08-09;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0325;38000010313748484247483754;587.46;PLN;WN;2026-08-29T08:04:43;2026-08-30;Wynagrodzenie za 08/2026 - lista płac nr 0287
OP-2026-08-0326;40000079307414474550865224;89164.34;PLN;MA;2026-08-10T18:17:12;2026-08-10;Zwrot nadpłaty za okres 08/2026
OP-2026-08-0327;28000012357658272743178349;6230.95;PLN;WN;2026-08-31T15:47:54;2026-08-31;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0328;92000020903497063318316444;94256.01;PLN;MA;2026-08-05T16:50:56;2026-08-05;Wpływ z tytułu umowy najmu lokalu nr 0275
OP-2026-08-0329;92000020903497063318316444;34547.91;PLN;WN;2026-08-20T19:14:32;2026-08-20;Przelew za fakturę FV/2026/08/0608 - Biuro Rachunkowe SALDO
OP-2026-08-0330;69000051621545367658586896;5110.40;PLN;WN;2026-08-31T17:55:34;2026-08-31;Przelew własny - zasilenie rachunku pomocniczego
OP-2026-08-0331;92000020903497063318316444;19107.31;PLN;WN;2026-08-20T12:24:37;2026-08-20;Przelew za fakturę FV/2026/08/0829 - Agencja Ochrony STRAŻNIK
OP-2026-08-0332;57000070232347884187625369;9585.60;PLN;MA;2026-08-22T20:21:10;2026-08-22;Wpłata gotówkowa - wpłatomat nr 0807
OP-2026-08-0333;35000080542818573625816461;454.08;PLN;WN;2026-08-09T19:34:54;2026-08-09;Przelew własny - zasilenie rachunku pomocniczego
OP-2026-08-0334;89000048016279458747470461;1919.44;PLN;WN;2026-08-28T17:06:25;2026-08-28;Opłata za prowadzenie rachunku bieżącego
OP-2026-08-0335;92000020903497063318316444;656.12;PLN;WN;2026-08-14T16:53:26;2026-08-14;Przelew za fakturę FV/2026/08/0281 - BUDIMEX-PODLASIE SP. Z O.O.
OP-2026-08-0336;35000080542818573625816461;1859.77;PLN;WN;2026-08-23T07:42:29;2026-08-24;Opłata abonamentowa - usługi telekomunikacyjne
OP-2026-08-0337;97000037896883553906954094;8384.13;PLN;WN;2026-08-04T16:37:22;2026-08-04;Rata kredytu obrotowego nr 0161/2026
OP-2026-08-0338;43000041138574671909897331;18663.88;PLN;WN;2026-08-13T18:10:33;2026-08-13;Płatność kartą - DRUKARNIA CYFROWA GRAFPOL
OP-2026-08-0339;89000048016279458747470461;62342.32;PLN;MA;2026-08-07T07:12:15;2026-08-07;Rozliczenie prowizji 08/2026
OP-2026-08-0340;28000012357658272743178349;64334.78;PLN;WN;2026-08-22T14:41:36;2026-08-23;Wynagrodzenie za 08/2026 - lista płac nr 0002
OP-2026-08-0341;28000012357658272743178349;49680.69;PLN;WN;2026-08-17T07:38:37;2026-08-17;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0342;57000070232347884187625369;96522.21;PLN;WN;2026-08-23T12:40:05;2026-08-23;Opłata abonamentowa - usługi telekomunikacyjne
OP-2026-08-0343;16000043230730175891481509;66465.97;PLN;WN;2026-08-28T14:00:50;2026-08-28;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0344;40000059668051599065577496;19046.70;PLN;WN;2026-08-20T14:10:16;2026-08-20;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0345;66000066932411803192144183;397.52;EUR;WN;2026-08-29T06:47:46;2026-08-29;Płatność kartą - DRUKARNIA CYFROWA GRAFPOL
